year,quarter,quarter_months,city1,city2,airport_1,airport_2,origin_airport_name,destination_airport_name,avg_fare_raw,avg_fare_adjusted,year_latest,quarter_latest,quarter_months_latest,fare_latest_raw,fare_latest_adjusted,date_oldest,year_oldest,quarter_oldest,fare_oldest_raw,fare_oldest_adjusted,p_change_avg_fare_oldest_newest_raw,p_change_avg_fare_oldest_newest_adjusted,date_updated
2016,4,October to December,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,189.3533623,261.31,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2017,1,January to March,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,183.9056918,251.95,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2017,2,April to June,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,174.1909994,236.9,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2017,3,July to September,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,148.0154345,199.82,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2017,4,October to December,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,166.5840458,224.89,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2018,1,January to March,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,189.6788476,252.27,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2018,2,April to June,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,196.9585399,259.99,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2018,3,July to September,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,162.4485149,214.43,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2018,4,October to December,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,189.5030492,250.14,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2019,1,January to March,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,197.9027866,259.25,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2019,2,April to June,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,185.1530448,240.7,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2019,3,July to September,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,155.1349751,201.68,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2019,4,October to December,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,168.3689792,217.2,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2020,1,January to March,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,183.5501068,236.78,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2020,2,April to June,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,172.9701031,223.13,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2020,3,July to September,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,161.3529289,206.53,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2020,4,October to December,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,169.3866911,216.81,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2021,1,January to March,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,176.5631681,220.7,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2021,2,April to June,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,190.1125869,231.94,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2021,3,July to September,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,173.4044161,209.82,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2021,4,October to December,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,176.3133125,209.81,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2022,1,January to March,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,179.7266252,206.69,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2022,2,April to June,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,241.4336398,270.41,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2022,3,July to September,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,201.4759808,225.65,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2022,4,October to December,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,286.7723186,321.18,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2023,1,January to March,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,233.8485561,257.23,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2023,2,April to June,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,198.8694885,216.77,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2023,3,July to September,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,178.3274788,192.59,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2023,4,October to December,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,221.4006073,239.11,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2024,1,January to March,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,194.694888,206.38,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2024,2,April to June,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,191.600796,203.1,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2024,3,July to September,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,165.5880286,173.87,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2024,4,October to December,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,215.1842458,225.94,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2025,1,January to March,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,218.8495222,227.6,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2025,2,April to June,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,213.3579615,219.76,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2025,3,July to September,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,195.7492738,199.66,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2025,4,October to December,"Charleston, SC","Miami, FL (Metropolitan Area)",CHS,MIA,Charleston AFB/International,Miami International,199.5808313,203.57,2025,4,October to December,199.5808313,203.57,2015-12-01,2015,4,241.28,340.2,-17.3,-40.2,2026-09-01
2016,2,April to June,"Charleston, SC","San Francisco, CA (Metropolitan Area)",CHS,OAK,Charleston AFB/International,Metro Oakland International,244.5193717,337.44,2020,2,April to June,213.704878,275.68,2016-06-01,2016,2,244.5193717,337.44,-12.6,-18.3,2026-09-01
2017,2,April to June,"Charleston, SC","San Francisco, CA (Metropolitan Area)",CHS,OAK,Charleston AFB/International,Metro Oakland International,330.6296296,449.66,2020,2,April to June,213.704878,275.68,2016-06-01,2016,2,244.5193717,337.44,-12.6,-18.3,2026-09-01
2017,3,July to September,"Charleston, SC","San Francisco, CA (Metropolitan Area)",CHS,OAK,Charleston AFB/International,Metro Oakland International,361.4743243,487.99,2020,2,April to June,213.704878,275.68,2016-06-01,2016,2,244.5193717,337.44,-12.6,-18.3,2026-09-01
2018,2,April to June,"Charleston, SC","San Francisco, CA (Metropolitan Area)",CHS,OAK,Charleston AFB/International,Metro Oakland International,318.1761905,419.99,2020,2,April to June,213.704878,275.68,2016-06-01,2016,2,244.5193717,337.44,-12.6,-18.3,2026-09-01
2019,2,April to June,"Charleston, SC","San Francisco, CA (Metropolitan Area)",CHS,OAK,Charleston AFB/International,Metro Oakland International,303.1690722,394.12,2020,2,April to June,213.704878,275.68,2016-06-01,2016,2,244.5193717,337.44,-12.6,-18.3,2026-09-01
2015,4,October to December,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,356.3,502.38,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2016,1,January to March,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,299.4113043,419.18,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2016,2,April to June,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,375.6676471,518.42,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2016,3,July to September,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,385.42,531.88,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2016,4,October to December,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,375.6473684,518.39,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2017,2,April to June,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,358.8282258,488.01,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2017,3,July to September,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,334.1521368,451.11,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2017,4,October to December,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,344.2992647,464.8,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2018,1,January to March,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,349.1153061,464.32,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2018,2,April to June,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,376.4556338,496.92,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2018,3,July to September,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,303.0484127,400.02,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2018,4,October to December,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,320.2916031,422.78,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2019,1,January to March,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,324.9535354,425.69,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2019,2,April to June,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,375.1376238,487.68,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2019,3,July to September,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,341.2876543,443.67,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2019,4,October to December,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,313.7211538,404.7,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2020,1,January to March,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,280.3572519,361.66,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2020,3,July to September,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,250.9804124,321.25,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2020,4,October to December,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,240.3504348,307.65,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2021,2,April to June,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,245.4969163,299.51,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2021,3,July to September,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,262.3231884,317.41,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2021,4,October to December,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,300.6705882,357.8,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2022,1,January to March,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,328.1473054,377.37,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2022,2,April to June,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,391.4446043,438.42,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2022,3,July to September,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,362.5980583,406.11,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2022,4,October to December,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,371.5444915,416.13,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
2023,1,January to March,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",CHS,ONT,Charleston AFB/International,Ontario International,295.5464419,325.1,2025,4,October to December,342.9399745,349.8,2015-12-01,2015,4,356.3,502.38,-3.7,-30.4,2026-09-01
