AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,CITY_MARKET_ID,DISPLAY_CITY_MARKET_NAME_FULL
BNG,Banning Municipal,"Banning, CA",30698,"Banning, CA"
BNG,Banning Municipal,"Banning, CA",30698,"Banning, CA"
BNG,Banning Municipal,"Banning, CA",30698,"Banning, CA"
BNG,Banning Municipal,"Banning, CA",30698,"Banning, CA"
BNG,Banning Municipal,"Banning, CA",30698,"Banning, CA"
BNH,Boston Harbor Seaplane Base,"Boston, MA",30721,"Boston, MA (Metropolitan Area)"
BNH,Boston Harbor Seaplane Base,"Boston, MA",30721,"Boston, MA (Metropolitan Area)"
BNH,Boston Harbor Seaplane Base,"Boston, MA",30721,"Boston, MA (Metropolitan Area)"
BNI,Benin City Airport,"Benin City, Nigeria",30699,"Benin City, Nigeria"
BNK,Ballina Byron Gateway,"Ballina, Australia",30700,"Ballina, Australia"
BNK,Ballina Byron Gateway,"Ballina, Australia",30700,"Ballina, Australia"
BNK,Ballina Byron Gateway,"Ballina, Australia",30700,"Ballina, Australia"
BNL,Barnwell County,"Barnwell, SC",30701,"Barnwell, SC"
BNL,Barnwell Regional,"Barnwell, SC",30701,"Barnwell, SC"
BNL,Barnwell Regional,"Barnwell, SC",30701,"Barnwell, SC"
BNL,Barnwell Regional,"Barnwell, SC",30701,"Barnwell, SC"
BNL,Barnwell Regional,"Barnwell, SC",30701,"Barnwell, SC"
BNN,Bronnoy,"Bronnoysund, Norway",30702,"Bronnoysund, Norway"
BNN,Bronnoy,"Bronnoysund, Norway",30702,"Bronnoysund, Norway"
BNN,Bronnoysund Airport,"Bronnoysund, Norway",30702,"Bronnoysund, Norway"
BNO,Burns Municipal,"Burns, OR",30703,"Burns, OR"
BNO,Burns Municipal,"Burns, OR",30703,"Burns, OR"
BNS,Barinas Airport,"Barinas, Venezuela",30704,"Barinas, Venezuela"
BNS,Barinas Airport,"Barinas, Venezuela",30704,"Barinas, Venezuela"
BNX,Banja Luka Airport,"Banja Luka, Bosnia and Herzegovina",30705,"Banja Luka, Bosnia and Herzegovina"
BNZ,Banz Airport,"Banz, Papua New Guinea",30706,"Banz, Papua New Guinea"
BOA,Boma Airport,"Boma, Congo (Kinshasa)",30707,"Boma, Congo (Kinshasa)"
BOA,Boma Airport,"Boma, Congo (Kinshasa)",30707,"Boma, Congo (Kinshasa)"
BOB,Bora Bora Motu Mute,"Bora Bora, French Polynesia",30708,"Bora Bora, French Polynesia"
BOB,Bora Bora Motu Mute,"Bora Bora, French Polynesia",30708,"Bora Bora, French Polynesia"
BOC,Bocas del Toro International,"Bocas del Toro, Panama",30709,"Bocas del Toro, Panama"
BOC,Bocas del Toro International,"Bocas del Toro, Panama",30709,"Bocas del Toro, Panama"
BOC,Jose Ezequiel Hall,"Bocas del Toro, Panama",30709,"Bocas del Toro, Panama"
BOD,Bordeaux Merignac,"Bordeaux, France",30710,"Bordeaux, France"
BOD,Bordeaux Merignac,"Bordeaux, France",30710,"Bordeaux, France"
BOD,Bordeaux/Merignac,"Bordeaux, France",30710,"Bordeaux, France"
BOD,Merignac,"Bordeaux, France",30710,"Bordeaux, France"
BOD,Merignac,"Bordeaux, France",30710,"Bordeaux, France"
BOD,Merignac,"Bordeaux, France",30710,"Bordeaux, France"
BOG,El Dorado International,"Bogota, Colombia",30711,"Bogota, Colombia"
BOG,El Dorado International,"Bogota, Colombia",30711,"Bogota, Colombia"
BOH,Bournemouth Airport,"Bournemouth, United Kingdom",30712,"Bournemouth, United Kingdom"
BOH,Bournemouth Airport,"Bournemouth, United Kingdom",30712,"Bournemouth, United Kingdom"
BOI,Boise Air Terminal,"Boise, ID",30713,"Boise, ID"
BOI,Boise Air Terminal,"Boise, ID",30713,"Boise, ID"
BOJ,Burgas Airport,"Burgas, Bulgaria",30714,"Burgas, Bulgaria"
BOJ,Burgas Airport,"Burgas, Bulgaria",30714,"Burgas, Bulgaria"
BOK,Brookings Airport,"Brookings, OR",30715,"Brookings, OR"
BOK,Brookings Airport,"Brookings, OR",30715,"Brookings, OR"
BOK,Brookings Airport,"Brookings, OR",30715,"Brookings, OR"
BOM,Chhatrapati Shivaji International,"Mumbai, India",30716,"Mumbai, India"
BOM,Chhatrapati Shivaji International,"Mumbai, India",30716,"Mumbai, India"
BOM,Chhatrapati Shivaji Maharaj International,"Mumbai, India",30716,"Mumbai, India"
BOM,Sahar International,"Bombay, India",30716,"Bombay, India"
BON,Flamingo,"Bonaire, Bonaire, Sint Eustatius, and Saba",30717,"Bonaire, Bonaire, Sint Eustatius, and Saba"
BON,Flamingo,"Bonaire, Bonaire, Sint Eustatius, and Saba",30717,"Bonaire, Bonaire, Sint Eustatius, and Saba"
BON,Flamingo,"Bonaire, Bonaire, Sint Eustatius, and Saba",30717,"Bonaire, Bonaire, Sint Eustatius, and Saba"
BON,Flamingo International,"Bonaire, Bonaire, Sint Eustatius, and Saba",30717,"Bonaire, Bonaire, Sint Eustatius, and Saba"
BON,Flamingo International,"Bonaire, Bonaire, Sint Eustatius, and Saba",30717,"Bonaire, Bonaire, Sint Eustatius, and Saba"
BON,Flamingo International,"Bonaire, Netherlands Antilles",30717,"Bonaire, Netherlands Antilles"
BOO,Bodo Airport,"Bodo, Norway",30718,"Bodo, Norway"
BOO,Bodo Airport,"Bodo, Norway",30718,"Bodo, Norway"
BOO,Bodo Airport,"Bodo, Norway",30718,"Bodo, Norway"
BOO,Bodo Airport,"Bodo, Norway",30718,"Bodo, Norway"
BOQ,Boku Airport,"Boku, Papua New Guinea",30719,"Boku, Papua New Guinea"
BOR,Fontaine,"Belfort, France",30720,"Belfort, France"
BOR,Fontaine,"Belfort, France",30720,"Belfort, France"
BOS,Logan International,"Boston, MA",30721,"Boston, MA (Metropolitan Area)"
BOS,Logan International,"Boston, MA",30721,"Boston, MA (Metropolitan Area)"
BOS,Logan International,"Boston, MA",30721,"Boston, MA (Metropolitan Area)"
BOW,Bartow Executive,"Bartow, FL",30722,"Bartow, FL"
BOW,Bartow Municipal,"Bartow, FL",30722,"Bartow, FL"
BOW,Bartow Municipal,"Bartow, FL",30722,"Bartow, FL"
BOX,Borroloola Airport,"Borroloola, Australia",30723,"Borroloola, Australia"
BOX,Borroloola Airport,"Borroloola, Australia",30723,"Borroloola, Australia"
BOX,Borroloola Airport,"Borroloola, Australia",30723,"Borroloola, Australia"
BOY,Bobo Dioulasso Airport,"Bobo Dioulasso, Burkina Faso",30724,"Bobo Dioulasso, Burkina Faso"
BOY,Bobo Dioulasso Airport,"Bobo Dioulasso, Burkina Faso",30724,"Bobo Dioulasso, Burkina Faso"
BOY,Bobo Dioulasso Airport,"Bobo Dioulasso, Upper Volta",30724,"Bobo Dioulasso, Upper Volta"
BPE,Qinhuangdao Beidaihe,"Qinhuangdao, China",37029,"Qinhuangdao, China"
BPH,Bislig Airport,"Bislig, Philippines",30725,"Bislig, Philippines"
BPH,Bislig Airport,"Bislig, Philippines",30725,"Bislig, Philippines"
BPI,Miley Memorial Field,"Big Piney, WY",36511,"Big Piney, WY"
BPI,Miley Memorial Field,"Big Piney, WY",36511,"Big Piney, WY"
BPI,Miley Memorial Field,"Big Piney, WY",36511,"Big Piney, WY"
BPI,Miley Memorial Field,"Big Piney, WY",36511,"Big Piney, WY"
BPN,Sepinggan,"Balikpapan, Indonesia",30726,"Balikpapan, Indonesia"
BPN,Sepinggan,"Balikpapan, Indonesia",30726,"Balikpapan, Indonesia"
BPN,Sultan Aji Muhammad Sulaiman Sepinggan,"Balikpapan, Indonesia",30726,"Balikpapan, Indonesia"
BPN,Sultan Aji Muhammad Sulaiman Sepinggan,"Balikpapan, Indonesia",30726,"Balikpapan, Indonesia"
BPS,Porto Seguro Airport,"Porto Seguro, Brazil",30727,"Porto Seguro, Brazil"
BPS,Porto Seguro Airport,"Porto Seguro, Brazil",30727,"Porto Seguro, Brazil"
BPT,Jack Brooks Regional,"Beaumont/Port Arthur, TX",30728,"Beaumont/Port Arthur, TX"
BPT,Jack Brooks Regional,"Beaumont/Port Arthur, TX",30728,"Beaumont/Port Arthur, TX"
BPT,Jack Brooks Regional,"Beaumont/Port Arthur, TX",30728,"Beaumont/Port Arthur, TX"
BPT,Jack Brooks Regional,"Beaumont/Port Arthur, TX",30728,"Beaumont/Port Arthur, TX"
BPT,Jefferson County,"Beaumont/Port Arthur, TX",30728,"Beaumont/Port Arthur, TX"
BPT,Southeast Texas Regional,"Beaumont/Port Arthur, TX",30728,"Beaumont/Port Arthur, TX"
BQA,Baler Airport,"Baler, Philippines",30729,"Baler, Philippines"
BQA,Baler Airport,"Baler, Philippines",30729,"Baler, Philippines"
BQB,Busselton Airport,"Busselton, Australia",37030,"Busselton, Australia"
BQH,Biggin Hill,"London, United Kingdom",30730,"London, United Kingdom"
BQK,Brunswick Golden Isles,"Brunswick, GA",30731,"Brunswick, GA"
BQK,Brunswick Golden Isles,"Brunswick, GA",30731,"Brunswick, GA"
BQK,Glynco Jetport,"Brunswick, GA",30731,"Brunswick, GA"
BQN,Rafael Hernandez,"Aguadilla, PR",30732,"Aguadilla, PR"
BQN,Rafael Hernandez,"Aguadilla, PR",30732,"Aguadilla, PR"
BQN,Ramey AFB,"Aguadilla, Puerto Rico",30732,"Aguadilla, Puerto Rico"
BQS,Blagoveshchensk,"Blagoveschensk, Russia",30733,"Blagoveschensk, Russia"
BQS,Ignatyevo,"Blagoveschensk, Russia",30733,"Blagoveschensk, Russia"
BQS,Ignatyevo,"Blagoveschensk, Russia",30733,"Blagoveschensk, Russia"
BQS,Ignatyevo,"Blagoveschensk, Russia",30733,"Blagoveschensk, Russia"
BQS,Ignatyevo,"Blagoveschensk, U.S.S.R.",30733,"Blagoveschensk, U.S.S.R."
BQU,J. F. Mitchell,"Bequia, Saint Vincent and the Grenadines",30734,"Bequia, Saint Vincent and the Grenadines"
BQU,J. F. Mitchell,"Bequia, Saint Vincent and the Grenadines",30734,"Bequia, Saint Vincent and the Grenadines"
BQU,J. F. Mitchell,"Bequia, Saint Vincent and the Grenadines",30734,"Bequia, Saint Vincent and the Grenadines"
BQU,J. F. Mitchell,"Bequia, Saint Vincent and the Grenadines",30734,"Bequia, Saint Vincent and the Grenadines"
BQV,Bartlett Cove Seaplane Base,"Bartlett Cove, AK",30735,"Bartlett Cove, AK"
BQV,Bartlett Cove Seaplane Base,"Bartlett Cove, AK",30735,"Bartlett Cove, AK"
BR1,Aeroporto Regional de Pato Branco,"Parana, Brazil",30736,"Parana, Brazil"
BR1,Juvenal Loureiro Cardoso,"Parana, Brazil",30736,"Parana, Brazil"
BR1,Pato Branco,"Parana, Brazil",30736,"Parana, Brazil"
BR1,Pato Branco,"Parana, Brazil",30736,"Parana, Brazil"
BR1,Regional de Pato Branco,"Parana, Brazil",30736,"Parana, Brazil"
BR2,Costa Esmeralda,"Porto Belo, Brazil",36682,"Porto Belo, Brazil"
BR2,Costa Esmeralda,"Porto Belo, Brazil",36682,"Porto Belo, Brazil"
BR2,Costa Esmeralda,"Porto Belo, Brazil",36682,"Porto Belo, Brazil"
BRA,Barreiras Airport,"Barreiras, Brazil",30737,"Barreiras, Brazil"
BRA,Barreiras Airport,"Barreiras, Brazil",30737,"Barreiras, Brazil"
BRA,Barreiras Airport,"Barreiras, Brazil",30737,"Barreiras, Brazil"
BRA,Barreiras Airport,"Barreiras, Brazil",30737,"Barreiras, Brazil"
BRA,Barreiras Airport,"Barreiras, Brazil",30737,"Barreiras, Brazil"
BRA,Dom Ricardo Webererger,"Barreiras, Brazil",30737,"Barreiras, Brazil"
BRC,San Carlos de Bariloche Airport,"San Carlos de Bariloche, Argentina",30738,"San Carlos de Bariloche, Argentina"
BRC,San Carlos de Bariloche Airport,"San Carlos de Bariloche, Argentina",30738,"San Carlos de Bariloche, Argentina"
BRC,San Carlos de Bariloche Airport,"San Carlos de Bariloche, Argentina",30738,"San Carlos de Bariloche, Argentina"
BRC,San Carlos de Bariloche Airport,"San Carlos de Bariloche, Argentina",30738,"San Carlos de Bariloche, Argentina"
BRC,San Carlos de Bariloche Airport,"San Carlos de Bariloche, Argentina",30738,"San Carlos de Bariloche, Argentina"
BRD,Brainerd Lakes Regional,"Brainerd, MN",30739,"Brainerd, MN"
BRD,Brainerd Lakes Regional,"Brainerd, MN",30739,"Brainerd, MN"
BRD,Brainerd Lakes Regional,"Brainerd, MN",30739,"Brainerd, MN"
BRD,Brainerd Lakes Regional,"Brainerd, MN",30739,"Brainerd, MN"
BRD,Brainerd Lakes Regional,"Brainerd, MN",30739,"Brainerd, MN"
BRD,Brainerd Lakes Regional,"Brainerd, MN",30739,"Brainerd, MN"
BRD,Brainerd/Crow Wing County,"Brainerd, MN",30739,"Brainerd, MN"
BRE,Bremen Airport,"Bremen, Germany",30740,"Bremen, Germany"
BRE,Bremen Airport,"Bremen, Germany",30740,"Bremen, Germany"
BRE,Bremen Airport,"Bremen, Germany",30740,"Bremen, Germany"
BRE,Bremen Airport,"Bremen, West Germany",30740,"Bremen, West Germany"
BRG,Whitesburg Municipal,"Whitesburg, KY",30741,"Whitesburg, KY"
BRI,Bari Airport,"Bari, Italy",30742,"Bari, Italy"
BRI,Bari Airport,"Bari, Italy",30742,"Bari, Italy"
BRI,Bari Airport,"Bari, Italy",30742,"Bari, Italy"
BRI,Bari Airport,"Bari, Italy",30742,"Bari, Italy"
BRK,Bourke Airport,"Bourke, Australia",30743,"Bourke, Australia"
BRK,Bourke Airport,"Bourke, Australia",30743,"Bourke, Australia"
BRK,Bourke Airport,"Bourke, Australia",30743,"Bourke, Australia"
BRK,Bourke Airport,"Bourke, Australia",30743,"Bourke, Australia"
BRL,Burlington Municipal,"Burlington, IA",30744,"Burlington, IA"
BRL,Southeast Iowa Regional,"Burlington, IA",30744,"Burlington, IA"
BRL,Southeast Iowa Regional,"Burlington, IA",30744,"Burlington, IA"
BRM,Barquisimeto International,"Barquisimeto, Venezuela",30745,"Barquisimeto, Venezuela"
BRM,Barquisimeto International,"Barquisimeto, Venezuela",30745,"Barquisimeto, Venezuela"
BRM,Barquisimeto International,"Barquisimeto, Venezuela",30745,"Barquisimeto, Venezuela"
BRM,Barquisimeto International,"Barquisimeto, Venezuela",30745,"Barquisimeto, Venezuela"
BRM,Barquisimeto International,"Barquisimeto, Venezuela",30745,"Barquisimeto, Venezuela"
BRM,Barquisimeto International,"Barquisimeto, Venezuela",30745,"Barquisimeto, Venezuela"
BRN,Bern,"Berne, Switzerland",30746,"Berne, Switzerland"
BRN,Bern/Belp,"Berne, Switzerland",30746,"Berne, Switzerland"
BRN,Bern/Belp,"Berne, Switzerland",30746,"Berne, Switzerland"
BRO,Brownsville South Padre Island International,"Brownsville, TX",30747,"Brownsville, TX"
BRO,Brownsville South Padre Island International,"Brownsville, TX",30747,"Brownsville, TX"
BRO,Brownsville South Padre Island International,"Brownsville, TX",30747,"Brownsville, TX"
BRO,Brownsville South Padre Island International,"Brownsville, TX",30747,"Brownsville, TX"
BRO,Brownsville South Padre Island International,"Brownsville, TX",30747,"Brownsville, TX"
BRO,Brownsville South Padre Island International,"Brownsville, TX",30747,"Brownsville, TX"
BRO,Brownsville South Padre Island International,"Brownsville, TX",30747,"Brownsville, TX"
BRQ,Turany,"Brno, Czech Republic",30748,"Brno, Czech Republic"
BRQ,Turany,"Brno, Czech Republic",30748,"Brno, Czech Republic"
BRQ,Turany,"Brno, Czech Republic",30748,"Brno, Czech Republic"
BRQ,Turany,"Brno, Czechoslovakia",30748,"Brno, Czechoslovakia"
BRR,Barra Airport,"Barra, United Kingdom",30749,"Barra, United Kingdom"
BRR,Barra Airport,"Barra, United Kingdom",30749,"Barra, United Kingdom"
BRR,Barra Airport,"Barra, United Kingdom",30749,"Barra, United Kingdom"
BRR,Barra Airport,"Barra, United Kingdom",30749,"Barra, United Kingdom"
BRR,Barra Airport,"Barra, United Kingdom",30749,"Barra, United Kingdom"
BRS,Bristol Airport,"Bristol, United Kingdom",30750,"Bristol, United Kingdom"
BRS,Bristol Airport,"Bristol, United Kingdom",30750,"Bristol, United Kingdom"
BRS,Bristol International,"Bristol, United Kingdom",30750,"Bristol, United Kingdom"
BRS,Bristol/Lulsgate,"Bristol, United Kingdom",30750,"Bristol, United Kingdom"
BRT,Bathurst Island Airport,"Bathurst Island, Australia",30751,"Bathurst Island, Australia"
BRT,Bathurst Island Airport,"Bathurst Island, Australia",30751,"Bathurst Island, Australia"
BRT,Bathurst Island Airport,"Bathurst Island, Australia",30751,"Bathurst Island, Australia"
BRU,Brussels National,"Brussels, Belgium",30752,"Brussels, Belgium"
BRU,Brussels National,"Brussels, Belgium",30752,"Brussels, Belgium"
BRU,Brussels National,"Brussels, Belgium",30752,"Brussels, Belgium"
BRU,Brussels National,"Brussels, Belgium",30752,"Brussels, Belgium"
BRU,Brussels National,"Brussels, Belgium",30752,"Brussels, Belgium"
BRV,Bremerhaven AAF,"Bremerhaven, West Germany",30753,"Bremerhaven, West Germany"
BRV,Bremerhaven Airport,"Bremerhaven, Germany",30753,"Bremerhaven, Germany"
BRV,Bremerhaven Airport,"Bremerhaven, Germany",30753,"Bremerhaven, Germany"
BRV,Bremerhaven/Am Luneort,"Bremerhaven, Germany",30753,"Bremerhaven, Germany"
BRW,Wiley Post/Will Rogers Memorial,"Barrow, AK",30107,"Barrow, AK"
BRW,Wiley Post/Will Rogers Memorial,"Barrow, AK",30107,"Barrow, AK"
BRW,Wiley Post/Will Rogers Memorial,"Barrow, AK",30107,"Barrow, AK"
BRW,Wiley Post/Will Rogers Memorial,"Barrow, AK",30107,"Barrow, AK"
BRW,Wiley Post/Will Rogers Memorial,"Barrow, AK",30107,"Barrow, AK"
BRX,Barahona Habanero,"Barahona, Dominican Republic",30755,"Barahona, Dominican Republic"
BRY,Samuels Field,"Bardstown, KY",30756,"Bardstown, KY"
BS1,Goat Cay Airport,"Goat Cay, The Bahamas",36807,"Goat Cay, The Bahamas"
BS2,Pig Beach Airport,"Pig Beach, The Bahamas",36808,"Pig Beach, The Bahamas"
BS3,Baker Bay Airport,"Baker Bay, The Bahamas",36818,"Baker Bay, The Bahamas"
BSA,Bosaso Airport,"Bosaso, Somalia",30757,"Bosaso, Somalia"
BSA,Bosaso Airport,"Bosaso, Somalia",30757,"Bosaso, Somalia"
BSA,Bosaso Airport,"Bosaso, Somalia",30757,"Bosaso, Somalia"
BSA,Bosaso Airport,"Bosaso, Somalia",30757,"Bosaso, Somalia"
BSA,Bosaso Airport,"Bosaso, Somalia",30757,"Bosaso, Somalia"
BSA,Bosaso Airport,"Bosaso, Somalia",30757,"Bosaso, Somalia"
BSA,Bosaso Airport,"Bosaso, Somalia",30757,"Bosaso, Somalia"
BSB,Brasilia International,"Brasilia, Brazil",30758,"Brasilia, Brazil"
BSB,Presidente Juscelino Kubitschek International,"Brasilia, Brazil",30758,"Brasilia, Brazil"
BSB,Presidente Juscelino Kubitschek International,"Brasilia, Brazil",30758,"Brasilia, Brazil"
BSB,Presidente Juscelino Kubitschek International,"Brasilia, Brazil",30758,"Brasilia, Brazil"
BSB,Presidente Juscelino Kubitschek International,"Brasilia, Brazil",30758,"Brasilia, Brazil"
BSB,Presidente Juscelino Kubitschek International,"Brasilia, Brazil",30758,"Brasilia, Brazil"
BSD,Baoshan Airport,"Baoshan, China",30759,"Baoshan, China"
BSD,Baoshan Airport,"Baoshan, China",30759,"Baoshan, China"
BSD,Baoshan Airport,"Baoshan, China",30759,"Baoshan, China"
BSD,Baoshan Airport,"Baoshan, China",30759,"Baoshan, China"
BSD,Baoshan Airport,"Baoshan, China",30759,"Baoshan, China"
BSD,Baoshan Airport,"Baoshan, China",30759,"Baoshan, China"
BSG,Bata Airport,"Bata, Equatorial Guinea",30760,"Bata, Equatorial Guinea"
BSG,Bata Airport,"Bata, Equatorial Guinea",30760,"Bata, Equatorial Guinea"
BSG,Bata Airport,"Bata, Equatorial Guinea",30760,"Bata, Equatorial Guinea"
BSG,Bata Airport,"Bata, Equatorial Guinea",30760,"Bata, Equatorial Guinea"
BSG,Bata Airport,"Bata, Equatorial Guinea",30760,"Bata, Equatorial Guinea"
BSK,Mohamed Khider,"Biskra, Algeria",30761,"Biskra, Algeria"
BSK,Mohamed Khider,"Biskra, Algeria",30761,"Biskra, Algeria"
BSK,Mohamed Khider,"Biskra, Algeria",30761,"Biskra, Algeria"
BSK,Mohamed Khider,"Biskra, Algeria",30761,"Biskra, Algeria"
BSL,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
BSL,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
BSL,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
BSL,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
BSL,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
BSL,EuroAirport,"Mulhouse, France",30762,"Mulhouse, France"
BSM,Austin - Bergstrom International,"Austin, TX",30423,"Austin, TX"
BSM,Bergstrom AFB,"Austin, TX",30423,"Austin, TX"
BSO,Basco Airport,"Basco, Philippines",30764,"Basco, Philippines"
BSO,Basco Airport,"Basco, Philippines",30764,"Basco, Philippines"
BSO,Basco Airport,"Basco, Philippines",30764,"Basco, Philippines"
BSQ,Bisbee Municipal,"Bisbee, AZ",30765,"Bisbee, AZ"
BSQ,Bisbee Municipal,"Bisbee, AZ",30765,"Bisbee, AZ"
BSR,Basrah International,"Basra, Iraq",30766,"Basra, Iraq"
BSR,Basrah International,"Basra, Iraq",30766,"Basra, Iraq"
BSR,Basrah International,"Basra, Iraq",30766,"Basra, Iraq"
BSR,Basrah International,"Basra, Iraq",30766,"Basra, Iraq"
BSS,Balsas Airport,"Balsas, Brazil",30767,"Balsas, Brazil"
BSS,Balsas Airport,"Balsas, Brazil",30767,"Balsas, Brazil"
BSS,Balsas Airport,"Balsas, Brazil",30767,"Balsas, Brazil"
BSS,Balsas Airport,"Balsas, Brazil",30767,"Balsas, Brazil"
BSS,Balsas Airport,"Balsas, Brazil",30767,"Balsas, Brazil"
BSU,Basankusu Airport,"Basankusu, Congo (Kinshasa)",30768,"Basankusu, Congo (Kinshasa)"
BSU,Basankusu Airport,"Basankusu, Congo (Kinshasa)",30768,"Basankusu, Congo (Kinshasa)"
BSU,Basankusu Airport,"Basankusu, Congo (Kinshasa)",30768,"Basankusu, Congo (Kinshasa)"
BSW,Boswell Bay Airport,"Boswell Bay, AK",30769,"Boswell Bay, AK"
BSW,Boswell Bay Airport,"Boswell Bay, AK",30769,"Boswell Bay, AK"
BSZ,Bartletts Airport,"Bartletts, AK",30770,"Bartletts, AK"
BSZ,Bartletts Airport,"Bartletts, AK",30770,"Bartletts, AK"
BSZ,Manas,"Bishkek, Kyrgyzstan",31771,"Bishkek, Kyrgyzstan"
BTA,Bertoua Airport,"Bertoua, Cameroon",30771,"Bertoua, Cameroon"
BTA,Bertoua Airport,"Bertoua, Cameroon",30771,"Bertoua, Cameroon"
BTA,Bertoua Airport,"Bertoua, Cameroon",30771,"Bertoua, Cameroon"
BTA,Bertoua Airport,"Bertoua, Cameroon",30771,"Bertoua, Cameroon"
BTA,Bertoua Airport,"Bertoua, Cameroon",30771,"Bertoua, Cameroon"
BTC,Batticaloa Airport,"Batticaloa, Sri Lanka",30772,"Batticaloa, Sri Lanka"
BTC,Batticaloa Airport,"Batticaloa, Sri Lanka",30772,"Batticaloa, Sri Lanka"
BTC,Batticaloa Airport,"Batticaloa, Sri Lanka",30772,"Batticaloa, Sri Lanka"
BTC,Batticaloa Airport,"Batticaloa, Sri Lanka",30772,"Batticaloa, Sri Lanka"
BTC,Batticaloa Airport,"Batticaloa, Sri Lanka",30772,"Batticaloa, Sri Lanka"
BTC,Batticaloa Airport,"Batticaloa, Sri Lanka",30772,"Batticaloa, Sri Lanka"
BTE,Bonthe Airport,"Bonthe, Sierra Leone",30773,"Bonthe, Sierra Leone"
BTE,Bonthe Airport,"Bonthe, Sierra Leone",30773,"Bonthe, Sierra Leone"
BTE,Bonthe Airport,"Bonthe, Sierra Leone",30773,"Bonthe, Sierra Leone"
BTE,Bonthe Airport,"Bonthe, Sierra Leone",30773,"Bonthe, Sierra Leone"
BTE,Bonthe Airport,"Bonthe, Sierra Leone",30773,"Bonthe, Sierra Leone"
BTE,Bonthe Airport,"Bonthe, Sierra Leone",30773,"Bonthe, Sierra Leone"
BTH,Batu Besar Airport,"Batu Besar, Indonesia",30774,"Batu Besar, Indonesia"
BTI,Barter Island Airport,"Barter Island, AK",30775,"Barter Island, AK"
BTI,Barter Island Airport,"Barter Island, AK",30775,"Barter Island, AK"
BTI,Barter Island Airport,"Barter Island, AK",30775,"Barter Island, AK"
