location,state_abbreviation,state_spelled_out,region,date,item,description,measurement,category_bin,value,date_updated,max_date,latest_value_raw,latest_value_adjusted,min_date,oldest_value_raw,oldest_value_adjusted,p_change_oldest_newest_adjusted,compare_date_2020,compare_2020_value_raw,compare_2020_value_adjusted,p_change_2020_newest_adjusted,data_complete,measurement_long
United States,US,United States,United States,2016-11-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.037,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2016-12-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.906,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-01-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.822,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-02-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.863,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-03-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.994,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-04-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.859,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-05-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.864,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-06-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.093,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-07-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.155,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-08-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.142,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-09-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.108,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-10-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.224,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-11-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.972,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2017-12-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.914,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-01-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.86,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-02-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.888,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-03-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.008,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-04-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.935,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-05-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.135,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-06-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.13,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-07-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.174,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-08-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.194,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-09-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.219,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-10-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.077,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-11-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.01,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2018-12-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.902,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-01-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.918,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-02-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,2.878,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-03-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.131,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-04-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.063,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-05-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.095,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-06-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.13,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-07-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.238,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-08-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.32,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-09-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.343,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-10-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.431,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-11-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.18,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2019-12-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.035,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-01-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.11,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-02-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.13,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-03-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.376,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-04-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,null,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-05-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,null,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-06-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,null,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-07-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,null,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-08-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,null,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-09-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,null,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-10-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.476,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-11-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.344,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2020-12-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.261,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-01-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.441,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-02-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.683,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-03-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.511,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-04-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.548,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-05-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.638,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-06-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.773,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-07-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.711,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-08-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.747,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-09-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.831,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-10-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.921,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-11-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.853,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2021-12-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.707,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-01-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.891,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-02-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.06,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-03-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.055,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-04-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.924,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-05-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,3.938,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-06-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.117,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-07-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.083,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-08-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.213,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-09-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.339,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-10-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.437,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-11-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.278,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2022-12-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.048,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-01-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.298,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-02-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.37,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-03-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.34,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-04-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.21,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-05-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.396,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-06-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.444,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-07-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.531,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-08-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.569,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-09-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.563,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-10-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.662,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-11-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.522,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2023-12-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.4,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-01-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.412,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-02-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.517,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-03-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.475,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-04-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.487,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-05-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.575,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-06-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.562,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-07-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.71,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-08-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.691,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-09-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.595,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-10-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.66,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-11-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.56,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2024-12-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.406,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2025-01-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.411,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2025-02-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.428,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2025-03-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.496,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
United States,US,United States,United States,2025-04-05,Ham,Excluding Canned Ham And Luncheon Slices,lb.,Meat and Poultry,4.451,2026-08-14,2026-07-01,4.489,4.49,2016-01-01,2.937,4.14,8.5,2021-01-01,3.441,4.4,2,True,pound
